Column1,original,                              correct
,çoxdandı metroya girəndə hamıya rexona alıb paylamaq istəyirəm yazan yoxdu,çoxdandır metroya girəndə hamıya rexona alıb paylamaq istəyirəm yazan yoxdur
,hazırda belçikanın sta heyətində axel witseldən başqa bütün futbolçular i̇ngiltərə premyer liqasında oynayır,hazırda belçikanın sta heyətində axel witseldən başqa bütün futbolçular i̇ngiltərə premyer liqasında oynayır
,lalə nrht olma ronaldo bizlə məzələnir o real madriddən ayrılmayıb,lalə narahat olma ronaldo bizlə məzələnir o real madriddən ayrılmayıb
,milan'ı mütləq ilk üçə sal,milanı mütləq ilk üçə sal
,adidasın dizaynı standadır,adidasın dizaynı standarddır
,nike hər il fərqli stillər gətirir,nike hər il fərqli stillər gətirir
,meyilli deyiləm həyat belə də çətindi islamçılarla daha çətin olacaq,meyilli deyiləm həyat belə də çətindir islamçılarla daha çətin olacaq
,ronaldinyo 2008-də keçmişdi :)) ondan sonra superstar olub a seriyasına gedən xatırlamıram,ronaldinyo 2008-də keçmişdi ondan sonra superstar olub a seriyasına gedən xatırlamıram
,gəncədən paylaşılan videodan hər şey bəllidir,gəncədən paylaşılan videodan hər şey bəllidir
,"sizi evə girməyə icazə verməyən nə olur???(məndə ayaqqabımın iplərini açanda düyün olur, 1 saat əlləşirəm)",sizi evə girməyə icazə verməyən nə olur?
,"niyə getsin? higuain, özil, xames və di maria, daha əvvəl fiqo kimi adamlar getmişdi",niyə getsin?
,hansından zəhləmimiz gedib? b…,hansından zəhləmimiz gedib? 
,ağlamağımdan da şirin bloklamağım var,ağlamağımdan da şirin bloklamağım var
,"bloklayım, əmilər baxsın? 😂","bloklayım, əmilər baxsın? "
,"məncə, keçmiş sevgilin sən daha yaxşılarına layiqsən deyəndə məni nəzərdə tutub, amma yenə də sən bilərsən","məncə, keçmiş sevgilin sən daha yaxşılarına layiqsən deyəndə məni nəzərdə tutub, amma yenə də sən bilərsən"
,"göndərdiyiniz ayıq sürücülər kifayət qədər ayıq olmurlar, şirkət bəy","göndərdiyiniz ayıq sürücülər kifayət qədər ayıq olmurlar, şirkət bəy"
,"gözlenildiyi kimi, gəncədə texribatlar törədilir","gözlənildiyi kimi, gəncədə təxribatlar törədilir"
,"əgər polis bıçaqlanması hadisəsi həqiqətdirsə, böyük ehtimal işi…","əgər polis bıçaqlanması hadisəsi həqiqətdirsə, böyük ehtimal iş böyüyəcək"
,hansı gününüzə söz soxursuz axı,hansı gününüzə söz soxursunuz axı
,"mən həm real, həm də juventus azarkeşiyəm","mən həm real, həm də juventus azərkeşiyəm"
,ronaldodan zəhləm gedir,ronaldodan zəhləm gedir
,cannn) hazırliyin gəlim götürüm,can hazırlayin gəlim götürüm
,"bitmir ki,bitmir )","bitmir ki,bitmir )"
,"fransa yenə belə heyyəti tutuzdurar, amma belçika 30 ildən sonra ikinci dəfədi belə oyunçulara sahibdi","fransa yenə belə heyəti tutuzdurar, amma belçika 30 ildən sonra ikinci dəfədir belə oyunçulara sahibdir"
,ona görə də…,ona görə də belədir
,oyun alt olacaq,oyun alt olacaq
,belçika qələbə,belçika qələbə
,- ilk öncə mamanın istəyi ),ilk öncə mamanın istəyi
,axşamçün olan yüngülvaru atışdırma hazırdı 😅 uşaqlıqdan hər yay sərinlədici kimi…,axşam üçün olan yüngülvari atışdırma hazırdır uşaqlıqdan hər yay sərinlədici kimi gəlir
,"ronaldo bunlara qarşı poker etməsə, adımı dəyişərəm :d bir də 8-1-dən sonra içlərində qalıb haha","ronaldo bunlara qarşı poker etməsə, adımı dəyişərəm  bir də 8-1-dən sonra içlərində qalıb "
,qəşəng formadır,qəşəng formadır
,məndə deyirəm axı yox idi,mən də deyirəm axı yox idi
,bugün uğurla başa çatdı,bugün uğurla başa çatdı
,"2cə pro diver(thai, british) canı qarşılığında 13nəfər həyata qayıdıb","2-cə pro diver(thai, british) canı qarşılığında 13 nəfər həyata qayıdıb"
,əvə…,əvvəl
,"xoşbəxtliyimiz quarıbe,pendir verim yanında?","xoşbəxtliyimiz qurtarıb,pendir verim yanında?"
,i̇ndi uniteddə oynaya bilməz o :)) 17-18 oyun oynayar epl-də,i̇ndi uniteddə oynaya bilməz o 17-18 oyun oynayar epl-də
,bəlkə mən səhv eşitmişəm yaşasın respublika qışqırdılar?,bəlkə mən səhv eşitmişəm yaşasın respublika qışqırdılar?
,getti real madridin gözəl günləri badəə :(,getdi real madridin gözəl günləri badə 
,kondisoneri qoşuram bərabər sərinlənirik,kondisoneri qoşuram bərabər sərinlənirik
,"nəyə görə pis bir hadisəni çox deyəndə olur, xoş arzular isə həmişə reallıqdan uzaq qalır ?","nəyə görə pis bir hadisəni çox deyəndə olur, xoş arzular isə həmişə reallıqdan uzaq qalır ?"
,yaxshi chixish etdi haqqsizliq etmeyek :),yaxşı çıxış etdi haqqsızlıq etməyək 
,"bir gün əsl dost, əsl sevgi və əsl islam avtobusda gedirlər","bir gün əsl dost, əsl sevgi və əsl islam avtobusda gedirlər"
,zəhrimar ağrıııııııı,zəhrimar ağrı
,yavaş yavaş canımızı islam inqılabına təslim eləməyə başlaya bilərik,yavaş yavaş canımızı islam inqılabına təslim eləməyə başlaya bilərik
,videoda allahu akbar qışqırdılar,videoda allahu akbar qışqırdılar
,sən yaz,sən yaz
,sonrası bizlikdir 😀,sonrası bizlikdir 😀
,juve çl qazanmağın yolunu tapdı axır ki,juve çl qazanmağın yolunu tapdı axır ki
,yoxsa juventusa azarkeşlik edəcəklər?!,yoxsa juventusa azərkeşlik edəcəklər?!
,i̇ndiki zamanda azərbaycanda iş tapa bilməyən ya viner olur ya da viner olur,i̇ndiki zamanda azərbaycanda iş tapa bilməyən ya viner olur ya da viner olur
,maraqlidir :d,maraqlıdır
,ne? 25 dk,nə? 
,əla satıb,əla satıb
,33 yaşlı oyunçudur,33 yaşlı oyunçudur
,əvvəlki enerjisi də yoxdur,əvvəlki enerjisi də yoxdur
,la ligada ondan düz-əməlli faydalana bilmirdilər,la ligada ondan düz-əməlli faydalana bilmirdilər
,birmənali deyil sual,birmənali deyil sual
,salahin liverpooldaki butun eziyyetine soymek oldu bu uje :))),salahın liverpooldaki bütün əziyyətinə söymək oldu bu uje
,"futbol elə şeydi ki, gərək pro futbolçu ilə, məşqçi, hakim bunlardan heçolmasa biri ilə əlaqən olsun ki, dərinliyin…","futbol elə şeydir ki, gərək pro futbolçu ilə, məşqçi, hakim bunlardan heç olmasa biri ilə əlaqən olsun ki, dərinliyin biləsən"
,azərbaycan polislərinin 'staj'ı onların qarınlarıdır,azərbaycan polislərinin stajı onların qarınlarıdır
,"əgər qarnı yoxdursa bilin ki,hələ işdə təzədir","əgər qarnı yoxdursa bilin ki,hələ işdə təzədir"
,özümü,özümü
,ronaldo transferindən sonra yuventusun ştutqa birjasındakı səhmləri 40 faiz bahalaşıb,ronaldo transferindən sonra yuventusun ştutqa birjasındakı səhmləri 40 faiz bahalaşıb
,ciddən a seriyası 10 ildən…,ciddən a seriyası 10 ildən çoxdur ki var
,qışı sevməyənlər belə qış üçün darıxdı bu alovlu-yay da,qışı sevməyənlər belə qış üçün darıxdı bu alovlu yayda
,heydar aliyev center,heydar aliyev center
,təcrübə danışır😀,təcrübə danışır
,cəmil həsənli ilə canlı yaylnda:,cəmil həsənli ilə canlı yaylnda
,"həmidlə qoşqar gəlirlər, insan bu xəbərə sevinməzmi? 😍","həmidlə qoşqar gəlirlər, insan bu xəbərə sevinməzmi? "
,xiaomi telefonunda praqrama ehtiyac yoxdu,xiaomi telefonunda proqrama ehtiyac yoxdur
,ama…,amma…
,indi real azarkeshlerinin ronaldodan zehleleri gedecek?,indi real azərkeşlərinin ronaldodan zəhlələri gedəcək?
,etmə eləmə😂😂😂,etmə eləmə
,bu aralar hami shair olub,bu aralar hamı şair olub
,"hara elimizi atsoq qurudursuz, nolub a?","hara əlimizi atsaq qurudursunuz, nolub ?"
,səninlə evləndiyim günüdə görsəm aık qam yemem,səninlə evləndiyim günü də görsəm artıq qəm yemərəm
,hahhaha mən də elə fikirləşdim :d,mən də elə fikirləşdim 
,"dünya, niye dagilmirsan?","dünya, niyə dağılmırsan?"
,basladii,başladı
,"10 il bundan əvvəl həmişə deyirdim ki, 18 yaşıma çata bilmeyecem","10 il bundan əvvəl həmişə deyirdim ki, 18 yaşıma çata bilməyəcəyəm"
,bugün isə 26 yaşım var,bugün isə 26 yaşım var
,ümidim məşhur 27-ə düşməkdi ht…,ümidim məşhur 27-ə düşməkdir
,"10 il bundan əvvəl həmişə deyirdim ki, 18 yaşıma çata bilmeyecem","10 il bundan əvvəl həmişə deyirdim ki, 18 yaşıma çata bilməyəcəyəm"
,bugün isə 26 yaşım var,bugün isə 26 yaşım var
,ümidim məşhur 27-ə düşmək…,ümidim məşhur 27-ə düşməkdir
,təsəvvür elə deyir ki mən də ateistəm😂,təsəvvür elə deyir ki mən də ateistəm
,təbriklər ! uğurlar ! 😊,təbriklər ! 
,ümumiyyətlə elə bil hər günü son gün kimi k…,ümumiyyətlə elə bil hər günü son gün kimi görür
,xırdalan avtobuslarındakı arxa oturacaqları söküb yerində hamam quraşdırılsa gözəl olar,xırdalan avtobuslarındakı arxa oturacaqları söküb yerində hamam quraşdırılsa gözəl olar
,"otura bilmirik,heç olmasa girib sərinləyərdik","otura bilmirik,heç olmasa girib sərinləyərdik"
,bakı kaımın içində pul olduğu halda mən hər dəfə ona pul vurub keçirmişəm 🤦‍♀️,bakı kartımın içində pul olduğu halda mən hər dəfə ona pul vurub keçirmişəm 
,gəncədən daxil olan məlumata görə 3 polis əməkdaşı bıçaqlanıb,gəncədən daxil olan məlumata görə 3 polis əməkdaşı bıçaqlanıb
,bir neçə dindar icra hakimiyyətinin qarşısında polisə müq…,bir neçə dindar icra hakimiyyətinin qarşısında polisə müqavimət göstərib
,yaxshi dalashmayin bir yerde oynayin,yaxşı dalaşmayın bir yerdə oynayın
,komandamı dəyişmək istəyirəm,komandamı dəyişmək istəyirəm
,"necə baxırsan bu işə,",necə baxırsan bu işə
,- evimizdə heç vaxt 3 saatdan çox qalmış dəm çayını içmirdim,evimizdə heç vaxt 3 saatdan çox qalmış dəm çayını içmirdim
,- bəs insan nə üçün evlənir? dünənki çayı içmək üçün 😎,bəs insan nə üçün evlənir? 
,biz dəli dolu sinif olmuşuq bəlkədə ondan,biz dəli dolu sinif olmuşuq bəlkədə ondan
,avtobusda ayaq üstə dayanan qızlar &lt;3,avtobusda ayaq üstə dayanan qızlar 
,senin yazdigivin dexli nedi?,sənin yazdığının dəxli nədir?
,ma şa allah xala oyun çıxardır),maşaallah xala oyun çıxardır)
,mən cavab verərəm,mən cavab verərəm
,"bir fikirləşin bizim qarnımızda qurdlar var,bəs görəsən onlarında qarnında qurd var?","bir fikirləşin bizim qarnımızda qurdlar var,bəs görəsən onların da qarnında qurd var?"
,komandamızın heyyətləri,komandamızın heyətləri
,hər iki hissədə fərqli heyyətnən meydanca olacıq,hər iki hissədə fərqli heyətnən meydanda olacağıq
,"çox ifadələr keçir dilimdən ,hansıni söyləyim ,nəysə dibinə kimi","çox ifadələr keçir dilimdən ,hansıni söyləyim ,nəysə dibinə kimi"
,uğurlar ronaldo qədrini bilə…,uğurlar ronaldo qədrini bilənlərə…
,"gəncədə bir polkovnik bıçaqlanıb, polis toplananlara bibər qazı atır","gəncədə bir polkovnik bıçaqlanıb, polis toplananlara bibər qazı atır"
,aha😁 demişdim də nazimin fake'i olduğumu😂,demişdim də nazimin fake olduğunu
,"gözlənildiyi kimi, gəncədə təxribata cəhd oldu","gözlənildiyi kimi, gəncədə təxribata cəhd oldu"
,bıçaq və qılıncla (!) silahlanmış bir qruo şəxs polis əməkdaşlarına…,bıçaq və qılıncla (!) silahlanmış bir qrup şəxs polis əməkdaşlarına zərbə endirdi
,nəsə xoşbəxtçilik qoxusu gəlir eee🌊,nəsə xoşbəxtçilik qoxusu gəlir 
,siyasi məhbuslara necə dayaq dura bilərik,siyasi məhbuslara necə dayaq dura bilərik
,"siyasi məhbus atası zəfər əhmədovla müzakirəbaxın, müzakirəyə qoşulun v…",siyasi məhbus atası zəfər əhmədovla müzakirə edək
,- uğurlar sizə ),uğurlar sizə
,hələlik görməmişəm,hələlik görməmişəm
,bu gunki bakali senin sherefine qaldiriram qesheng qiz,bugünkü bakalı sənin şərəfinə qaldırıram qəşəng qız
,allah sürətin evini yıxsın,allah sürətin evini yıxsın
,görəsən nədən😀,görəsən nədən
,gəncədən daxil olan məlumata görə 3 polis əməkdaşı bıçaqlanıb,gəncədən daxil olan məlumata görə 3 polis əməkdaşı bıçaqlanıb
,bir neçə dindar icra hakimiyyətinin qarşısında polis…,bir neçə dindar icra hakimiyyətinin qarşısında polislərə məlumat verib
,sonra da bjk :)),sonra da bjk 
,böyük dördlükdə çempion olar :)),böyük dördlükdə çempion olar 
,bakıda bəhanə də yox idi,bakıda bəhanə də yox idi
,çünki küləyə görə çoxu düzlüyə yox döngəyə sazlamışdılar :d,çünki küləyə görə çoxu düzlüyə yox döngəyə sazlamışdılar 
,"gəncədə qarmaqarışıqlığı niyə tez deyil, məhz ayın 10-na təyin etmişdilər?","gəncədə qarmaqarışıqlığı niyə tez deyil, məhz ayın 10-na təyin etmişdilər?"
,day niyə boşanırsan?😀,day niyə boşanırsan?
,sizi tanıdığıma çoooooxxx şad oldum😍🤗,sizi tanıdığıma çox şad oldum
,"😂😂😂😂😂😂 belə qaynata oldu, ərə getmədik/evləndik?","belə qaynata oldu, ərə getmədik?"
,10 il bundan evveli cox yaxsi xatirlayiram da amma yazmaga yer catmaz,10 il bundan əvvəli çox yaxşı xatırlayıram da amma yazmağa yer çatmaz
,əziz həmvətənlərim!bu gün gəncədə keçiriləcək mitinqin əleyhinə olan çağırışımla bağlı şərhlər bu yazıma səbəb ol…,əziz həmvətənlərim!
,o gərək düz xətt çəksin,o gərək düz xətt çəksin
,xeyirli və uğurlu olsun :)) ya yuveyə ya da bavariyaya getməsini istəyərdim,xeyirli və uğurlu olsun ya yuveyə ya da bavariyaya getməsini istəyərdim
,gedə biləcəyi ən yaxşı yerə getdi,gedə biləcəyi ən yaxşı yerə getdi
,yay yarılayıb hələ tətil etməmişəm,yay yarılanıb hələ tətil etməmişəm
,bəs sən ?,bəs sən ?
,bizim kənddə ancaq yerlilərə futbolçu alıb-satırlar,bizim kənddə ancaq yerlilərə futbolçu alıb-satırlar
,"halal-xoşunu olsun, yerri","halal-xoşunu olsun, yerli"
,xeyrini görəsiz…,xeyrini görəsiniz…
,"gəlib, getmək bilmir 😏","gəlib, getmək bilmir 😏"
,vecimə deyil yəni,vecimə deyil yəni
,bu dünyanı ayaqda tutan sevgidir,bu dünyanı ayaqda tutan sevgidir
,oğlan qız sevgisi yox eee,oğlan qız sevgisi yox 
,ümumi insanların bir-birinə olan sevgisi,ümumi insanların bir-birinə olan sevgisi
,ölmüşəm,ölmüşəm
,eks sevgili penjama kimidi,eks sevgili penjama kimidir
,"rahatdı, bilirsən, onla evdən çıxmaq dünyanın ən məntiqli şeyi kimi görünür amma yola ç…","rahatdır, bilirsən, onla evdən çıxmaq dünyanın ən məntiqli şeyi kimi görünür "
,bugün teslanın doğum günüdür,bugün teslanın doğum günüdür
,pox yeyirsən sən,pox yeyirsən sən
,başsız atlı,başsız atlı
,bazarlıq edərkən salfetkanı da ərzaq kateqoriyasına aid edirəm,bazarlıq edərkən salfetkanı da ərzaq kateqoriyasına aid edirəm
,çünki yeyirəm salfetkanı mən,çünki yeyirəm salfetkanı mən
,"bəli, bəli arzular da oğurlanır","bəli, bəli arzular da oğurlanır"
,real madrid ronaldonu çeşkasını satan ağdamlı kimi satdı,real madrid ronaldonu çeşkasını satan ağdamlı kimi satdı
,9 il çapıb sıfır zərərlə satmaq,9 il çapıb sıfır zərərlə satmaq
,"erməninin 3 rəngli parçası bizim şanlı bayrağımızın yanında qalmamalıdır, necə ki dillərində türk oğullarının adı səslənmir!!…","erməninin 3 rəngli parçası bizim şanlı bayrağımızın yanında qalmamalıdır, necə ki dillərində türk oğullarının adı səslənmir!"
,yenə də yan yanadır dünyanın ən şanlı iki bayrağı,yenə də yan yanadır dünyanın ən şanlı iki bayrağı
,düşmən dizə gələcəkdost sevinəcəkqardaş qardaşacan,düşmən dizə gələcək dost sevinəcək qardaş qardaşacan
,"hər zaman iki qardaş çiyin - çiyinə verməlidir ki, düşmənlər kor",hər zaman iki qardaş çiyin-çiyinə verməlidir
,i̇ki qardaş vətəndə yan yana,i̇ki qardaş vətəndə yan yanadır
,"bakıda həm hava sıcaq idi, həm də qarşılanma","bakıda həm hava sıcaq idi, həm də qarşılanma"
,gəncədə elmar vəliyevin güllələnməsi ilə bağlı aksiya olub,gəncədə elmar vəliyevin güllələnməsi ilə bağlı aksiya olub
,2 polis bıçaqlanıb,2 polis bıçaqlanıb
,gəncə sakinlərinə sə müdaxilə edi…,gəncə sakinlərinə müdaxilə edildi…
,saçlarım qısa görünür deyədir yəqin,saçlarım qısa görünür deyədir yəqin
,beyl :d,beyl 
,"erməninin 3 rəngli parçası bizim şanlı bayrağımızın yanında qalmamalıdır, necə ki dillərində türk oğullarının adı s…",erməninin 3 rəngli parçası bizim şanlı bayrağımızın yanında qalmamalıdır
